,genotype,fitness,mapping_values,tree_depth,phenotype,other_info
0,"[[0], [0], [0], [0], [0, 4, 4, 2, 0, 5, 4, 3, 2, 1, 5, 5, 1, 5, 5, 2, 5, 0, 4, 5, 0, 1, 1, 3, 4, 5, 0, 4, 3, 4, 2, 2, 1, 5, 2, 4, 3, 4, 4, 0, 4, 4, 5, 4, 4, 5, 4, 5, 4, 3, 4, 5], [0], [], [], [3, 3, 0, 2, 1], [], [0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [], [], [], [3, 2, 2, 3, 2, 3, 4, 4, 1, 2, 1, 0, 2, 1, 5], [], [], [], [0, 0], [], []]",1.325478692507827,"[1, 1, 1, 1, 7, 1, 0, 0, 2, 0, 2, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0]",7,cte[3]|_div_|cte[2]*(1-_sig_(0.2*(x[0]-(cte[2]+cte[3]))))+_exp_(x[0]|_div_|cte[2])*_sig_(0.2*(x[0]-(cte[3]+cte[4]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
1,"[[0], [0], [0], [0], [0, 4, 4, 2, 0, 5, 4, 3, 2, 1, 5, 5, 1, 5, 5, 2, 5, 0, 4, 5, 0, 1, 1, 3, 4, 5, 0, 4, 3, 4, 2, 2, 1, 5, 2, 4, 3, 4, 4, 0, 4, 4, 5, 4, 4, 5, 4, 5, 4, 3, 4, 5], [0], [], [], [3, 3, 0, 2, 1], [], [0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [], [], [], [3, 2, 2, 3, 2, 3, 4, 4, 1, 2, 1, 0, 2, 1, 5], [], [], [], [0, 0], [], []]",1.325478692507827,"[1, 1, 1, 1, 7, 1, 0, 0, 2, 0, 2, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0]",7,cte[3]|_div_|cte[2]*(1-_sig_(0.2*(x[0]-(cte[2]+cte[3]))))+_exp_(x[0]|_div_|cte[2])*_sig_(0.2*(x[0]-(cte[3]+cte[4]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
2,"[[0], [0], [0], [0], [0, 4, 4, 2, 0, 5, 4, 3, 2, 1, 5, 5, 1, 5, 5, 2, 5, 0, 4, 5, 0, 1, 1, 3, 4, 5, 0, 4, 3, 4, 2, 2, 1, 5, 2, 4, 3, 4, 4, 0, 4, 4, 5, 4, 4, 5, 4, 5, 4, 3, 4, 5], [0], [], [], [3, 3, 0, 2, 1], [], [0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [], [], [], [3, 2, 2, 3, 2, 4, 3, 4, 1, 2, 1, 0, 2, 1, 5], [], [], [], [0, 0], [], []]",1.325478692507827,"[1, 1, 1, 1, 7, 1, 0, 0, 2, 0, 2, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0]",7,cte[3]|_div_|cte[2]*(1-_sig_(0.2*(x[0]-(cte[2]+cte[3]))))+_exp_(x[0]|_div_|cte[2])*_sig_(0.2*(x[0]-(cte[4]+cte[3]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
3,"[[0], [0], [0], [0], [0, 4, 4, 2, 3, 4, 1, 3, 2, 1, 5, 5, 1, 5, 5, 2, 5, 0, 4, 5, 0, 1, 1, 3, 4, 5, 0, 4, 3, 4, 2, 2, 1, 5, 2, 4, 3, 4, 4, 0, 4, 4, 5, 4, 4, 5, 4, 5, 4, 3, 4, 5], [0], [], [], [3, 3, 3, 0, 2, 2, 1, 2, 2, 0, 0, 2, 1, 0, 0, 3, 2, 3, 3, 1, 0, 2, 3, 0, 0, 1, 0, 2, 2, 3, 2, 1, 0, 0, 1, 2, 1, 1, 1, 1], [], [0, 0], [0, 0, 0, 0, 0, 0], [], [], [], [3, 2, 2, 3, 2, 4, 3, 4, 1, 2, 1, 0, 2, 1, 5], [], [], [], [0, 0], [], []]",1.325478692507827,"[1, 1, 1, 1, 6, 1, 0, 0, 2, 0, 2, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0]",7,cte[3]|_div_|cte[2]*(1-_sig_(0.2*(x[0]-(cte[2]+cte[3]))))+_exp_(x[0]|_div_|cte[2])*_sig_(0.2*(x[0]-(cte[4]+cte[3]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
4,"[[0], [0], [0], [0], [0, 4, 4, 2, 1, 5, 4, 3, 2, 1, 5, 5, 1, 5, 5, 2, 5, 0, 4, 5, 0, 1, 1, 3, 4, 5, 0, 4, 3, 4, 2, 2, 1, 5, 2, 4, 3, 4, 4, 0, 4, 4, 5, 4, 4, 5, 4, 5, 4, 3, 4, 5], [0], [], [], [3, 3, 0, 2, 1], [], [0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [], [], [], [3, 2, 2, 3, 2, 3, 4, 4, 1, 2, 1, 0, 2, 1, 5], [], [], [], [0, 0], [], []]",1.325478692507827,"[1, 1, 1, 1, 7, 1, 0, 0, 2, 0, 2, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0]",7,cte[3]|_div_|cte[2]*(1-_sig_(0.2*(x[0]-(cte[2]+cte[3]))))+_exp_((x[0]|_div_|cte[2]))*_sig_(0.2*(x[0]-(cte[3]+cte[4]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
5,"[[0], [0], [0], [0], [0, 4, 4, 2, 3, 4, 4, 3, 2, 1, 5, 5, 1, 5, 5, 2, 5, 0, 4, 5, 0, 1, 1, 3, 4, 5, 0, 4, 3, 4, 2, 2, 1, 5, 2, 4, 3, 4, 4, 0, 4, 4, 5, 4, 4, 5, 4, 5, 4, 3, 4, 5], [0], [], [], [3, 3, 0, 2, 1], [], [0, 0], [0, 0, 0, 0, 0, 0], [], [], [], [3, 2, 2, 3, 2, 4, 0, 4, 1, 2, 1, 0, 2, 1, 5], [], [], [], [0, 0], [], []]",1.3255514374319683,"[1, 1, 1, 1, 6, 1, 0, 0, 2, 0, 2, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0]",7,cte[3]|_div_|cte[2]*(1-_sig_(0.2*(x[0]-(cte[2]+cte[3]))))+_exp_(x[0]|_div_|cte[2])*_sig_(0.2*(x[0]-(cte[4]+cte[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
6,"[[0], [0], [0], [0], [0, 4, 4, 2, 3, 4, 4, 3, 2, 1, 5, 5, 1, 5, 5, 2, 5, 0, 4, 5, 0, 1, 1, 3, 4, 5, 0, 4, 3, 4, 2, 2, 1, 5, 2, 4, 3, 4, 4, 0, 4, 4, 5, 4, 4, 5, 4, 5, 4, 3, 4, 5], [0], [], [], [3, 3, 0, 2, 1], [], [0, 0], [0, 0, 0, 0, 0, 0], [], [], [], [3, 2, 2, 3, 2, 4, 0, 4, 1, 2, 1, 0, 2, 1, 5], [], [], [], [0, 0], [], []]",1.3255514374319683,"[1, 1, 1, 1, 6, 1, 0, 0, 2, 0, 2, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0]",7,cte[3]|_div_|cte[2]*(1-_sig_(0.2*(x[0]-(cte[2]+cte[3]))))+_exp_(x[0]|_div_|cte[2])*_sig_(0.2*(x[0]-(cte[4]+cte[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
7,"[[0], [0], [0], [0], [0, 4, 4, 2, 0, 5, 4, 3, 2, 1, 5, 5, 1, 5, 5, 2, 5, 0, 4, 5, 0, 1, 1, 3, 4, 5, 0, 4, 3, 4, 2, 2, 1, 5, 2, 4, 3, 4, 4, 0, 4, 4, 5, 4, 4, 5, 4, 5, 4, 3, 4, 5], [0], [], [], [3, 3, 2], [], [0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [], [], [], [3, 2, 2, 3, 2, 4, 0, 4, 1, 2, 1, 0, 2, 1, 5], [], [], [], [0, 0], [], []]",1.3255514374319683,"[1, 1, 1, 1, 7, 1, 0, 0, 2, 0, 2, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0]",7,cte[3]|_div_|cte[2]*(1-_sig_(0.2*(x[0]-(cte[2]+cte[3]))))+_exp_(x[0]|_div_|cte[2])*_sig_(0.2*(x[0]-(cte[4]+cte[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
8,"[[0], [0], [0], [0], [0, 4, 4, 2, 0, 5, 4, 3, 2, 1, 5, 5, 1, 5, 5, 2, 5, 0, 4, 5, 0, 1, 1, 3, 4, 5, 0, 4, 3, 4, 2, 2, 1, 5, 2, 4, 3, 4, 4, 0, 4, 4, 5, 4, 4, 5, 4, 5, 4, 3, 4, 5], [0], [], [], [3, 3, 3, 0, 2, 2, 1, 2, 2, 0, 0, 2, 1, 0, 0, 3, 2, 3, 3, 1, 0, 2, 3, 0, 0, 1, 0, 2, 2, 3, 2, 1, 0, 0, 1, 2, 1, 1, 1, 1], [], [0, 0], [0, 0, 0, 0, 0], [], [], [], [3, 2, 2, 3, 2, 0, 4, 4, 1, 2, 1, 0, 2, 1, 5], [], [], [], [0, 0], [], []]",1.3255514374319683,"[1, 1, 1, 1, 7, 1, 0, 0, 2, 0, 2, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0]",7,cte[3]|_div_|cte[2]*(1-_sig_(0.2*(x[0]-(cte[2]+cte[3]))))+_exp_(x[0]|_div_|cte[2])*_sig_(0.2*(x[0]-(cte[0]+cte[4]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
9,"[[0], [0], [0], [0], [0, 4, 4, 2, 0, 5, 4, 3, 2, 1, 5, 5, 1, 5, 5, 2, 5, 0, 4, 5, 0, 1, 1, 3, 4, 5, 0, 4, 3, 4, 2, 2, 1, 5, 2, 4, 3, 4, 4, 0, 4, 4, 5, 4, 4, 5, 4, 5, 4, 3, 4, 5], [0], [], [], [3, 3, 0, 2, 1], [], [0, 0], [0, 0, 0, 0, 0, 0], [], [], [], [3, 2, 2, 0, 2, 4, 0, 4, 1, 2, 1, 0, 2, 1, 5], [], [], [], [0, 0], [], []]",1.3324282664450307,"[1, 1, 1, 1, 7, 1, 0, 0, 2, 0, 2, 3, 0, 0, 0, 7, 0, 0, 0, 2, 0, 0]",7,cte[3]|_div_|cte[2]*(1-_sig_(0.2*(x[0]-(cte[2]+cte[0]))))+_exp_(x[0]|_div_|cte[2])*_sig_(0.2*(x[0]-(cte[4]+cte[0]))),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
