,genotype,fitness,mapping_values,tree_depth,phenotype,other_info
0,"[[0], [0], [0], [0], [0, 0], [0], [0], [0, 0, 0, 0], [0, 0], [], [0, 0, 0, 0, 0], [0, 0, 0, 0], [0], [0], [0, 0, 0, 0, 0, 0], [0], [0, 0], [0, 0, 0], [0, 0, 0, 0, 0], [], [7, 4, 0, 0, 3, 3, 0, 4, 0, 3, 1, 5, 1, 2, 9, 5, 4, 4, 0, 3, 3, 5, 1, 4, 8, 1, 3, 3, 7, 1, 3, 3, 7]]",0.12736560195949037,"[1, 1, 1, 1, 2, 1, 1, 4, 2, 0, 5, 4, 1, 1, 6, 1, 2, 3, 5, 0, 33]",7,0.740*((1-0.033*(x[0]-33.941)|_div_|04.03)*(1-_sig_(0.2*(x[0]-(15.12+33.941))))+(1-0.954)*_exp_((40.33+33.941-x[0])|_div_|51.48)*_sig_(0.2*(x[0]-(13.37+33.941))))|_div_|(1+_exp_((33.941-x[0])|_div_|13.37)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
1,"[[0], [0], [0], [0], [0, 0], [0], [0], [0, 0, 0, 0], [0, 0], [], [0, 0, 0, 0, 0], [0, 0, 0, 0], [0], [0], [0, 0, 0, 0, 0, 0], [0], [0, 0], [0, 0, 0], [0, 0, 0, 0, 0], [], [7, 4, 0, 0, 3, 3, 0, 4, 0, 3, 1, 5, 1, 0, 9, 5, 4, 4, 0, 3, 3, 5, 1, 4, 8, 1, 3, 3, 1, 1, 3, 3, 7]]",0.1287919587171375,"[1, 1, 1, 1, 2, 1, 1, 4, 2, 0, 5, 4, 1, 1, 6, 1, 2, 3, 5, 0, 33]",7,0.740*((1-0.033*(x[0]-33.941)|_div_|04.03)*(1-_sig_(0.2*(x[0]-(15.10+33.941))))+(1-0.954)*_exp_((40.33+33.941-x[0])|_div_|51.48)*_sig_(0.2*(x[0]-(13.31+33.941))))|_div_|(1+_exp_((33.941-x[0])|_div_|13.37)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
2,"[[0], [0], [0], [0], [0, 0], [0], [0], [0, 0, 0, 0], [0, 0], [], [0, 0, 0, 0, 0], [0, 0, 0, 0], [0], [0], [0, 0, 0, 0, 0, 0], [0], [0, 0], [0, 0, 0], [0, 0, 0, 0, 0], [], [7, 4, 0, 0, 3, 3, 0, 4, 0, 3, 1, 5, 1, 2, 9, 4, 4, 3, 0, 3, 0, 5, 1, 4, 8, 1, 3, 3, 1, 1, 3, 3, 7]]",0.13398801360736434,"[1, 1, 1, 1, 2, 1, 1, 4, 2, 0, 5, 4, 1, 1, 6, 1, 2, 3, 5, 0, 33]",7,0.740*((1-0.033*(x[0]-33.941)|_div_|04.03)*(1-_sig_(0.2*(x[0]-(15.12+33.941))))+(1-0.944)*_exp_((30.30+33.941-x[0])|_div_|51.48)*_sig_(0.2*(x[0]-(13.31+33.941))))|_div_|(1+_exp_((33.941-x[0])|_div_|13.37)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
3,"[[0], [0], [0], [0], [0, 0], [0], [0], [0, 0, 0, 0], [0, 0], [], [0, 0, 0, 0, 0], [0, 0, 0, 0], [0], [0], [0, 0, 0, 0, 0, 0], [0], [0, 0], [0, 0, 0], [0, 0, 0, 0, 0], [], [7, 6, 5, 0, 3, 5, 0, 4, 3, 0, 1, 5, 3, 8, 9, 4, 6, 3, 0, 1, 9, 4, 7, 5, 3, 1, 1, 6, 1, 1, 3, 6, 9]]",0.15122592814588492,"[1, 1, 1, 1, 2, 1, 1, 4, 2, 0, 5, 4, 1, 1, 6, 1, 2, 3, 5, 0, 33]",7,0.765*((1-0.035*(x[0]-33.941)|_div_|04.30)*(1-_sig_(0.2*(x[0]-(15.38+33.941))))+(1-0.946)*_exp_((30.19+33.941-x[0])|_div_|47.53)*_sig_(0.2*(x[0]-(11.61+33.941))))|_div_|(1+_exp_((33.941-x[0])|_div_|13.69)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
4,"[[0], [0], [0], [0], [0, 0], [0], [0], [0, 0, 0, 0], [0, 0], [], [0, 0, 0, 0, 0], [0, 0, 0, 0], [0], [0], [0, 0, 0, 0, 0, 0], [0], [0, 0], [0, 0, 0], [0, 0, 0, 0, 0], [], [8, 2, 7, 0, 3, 0, 0, 4, 5, 5, 1, 2, 4, 0, 9, 4, 4, 2, 3, 2, 3, 5, 4, 7, 9, 0, 8, 7, 4, 1, 3, 8, 7]]",0.15491646184165897,"[1, 1, 1, 1, 2, 1, 1, 4, 2, 0, 5, 4, 1, 1, 6, 1, 2, 3, 5, 0, 33]",7,0.827*((1-0.030*(x[0]-33.941)|_div_|04.55)*(1-_sig_(0.2*(x[0]-(12.40+33.941))))+(1-0.944)*_exp_((23.23+33.941-x[0])|_div_|54.79)*_sig_(0.2*(x[0]-(08.74+33.941))))|_div_|(1+_exp_((33.941-x[0])|_div_|13.87)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
5,"[[0], [0], [0], [0], [0, 0], [0], [0], [0, 0, 0, 0], [0, 0], [], [0, 0, 0, 0, 0], [0, 0, 0, 0], [0], [0], [0, 0, 0, 0, 0, 0], [0], [0, 0], [0, 0, 0], [0, 0, 0, 0, 0], [], [7, 6, 2, 0, 3, 6, 0, 4, 1, 9, 1, 5, 9, 5, 9, 4, 6, 3, 2, 1, 9, 4, 0, 1, 7, 1, 4, 3, 1, 1, 3, 3, 2]]",0.1562586320776545,"[1, 1, 1, 1, 2, 1, 1, 4, 2, 0, 5, 4, 1, 1, 6, 1, 2, 3, 5, 0, 33]",7,0.762*((1-0.036*(x[0]-33.941)|_div_|04.19)*(1-_sig_(0.2*(x[0]-(15.95+33.941))))+(1-0.946)*_exp_((32.19+33.941-x[0])|_div_|40.17)*_sig_(0.2*(x[0]-(14.31+33.941))))|_div_|(1+_exp_((33.941-x[0])|_div_|13.32)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
6,"[[0], [0], [0], [0], [0, 0], [0], [0], [0, 0, 0, 0], [0, 0], [], [0, 0, 0, 0, 0], [0, 0, 0, 0], [0], [0], [0, 0, 0, 0, 0, 0], [0], [0, 0], [0, 0, 0], [0, 0, 0, 0, 0], [], [8, 3, 0, 0, 3, 7, 0, 4, 6, 7, 1, 4, 1, 8, 9, 4, 3, 2, 1, 9, 0, 5, 1, 9, 8, 0, 8, 2, 4, 1, 3, 2, 0]]",0.16600244552189092,"[1, 1, 1, 1, 2, 1, 1, 4, 2, 0, 5, 4, 1, 1, 6, 1, 2, 3, 5, 0, 33]",7,0.830*((1-0.037*(x[0]-33.941)|_div_|04.67)*(1-_sig_(0.2*(x[0]-(14.18+33.941))))+(1-0.943)*_exp_((21.90+33.941-x[0])|_div_|51.98)*_sig_(0.2*(x[0]-(08.24+33.941))))|_div_|(1+_exp_((33.941-x[0])|_div_|13.20)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
7,"[[0], [0], [0], [0], [0, 0], [0], [0], [0, 0, 0, 0], [0, 0], [], [0, 0, 0, 0, 0], [0, 0, 0, 0], [0], [0], [0, 0, 0, 0, 0, 0], [0], [0, 0], [0, 0, 0], [0, 0, 0, 0, 0], [], [8, 2, 5, 0, 3, 1, 0, 4, 5, 4, 1, 2, 5, 4, 9, 4, 5, 2, 3, 8, 3, 5, 6, 7, 1, 0, 8, 2, 0, 1, 3, 7, 2]]",0.16879443292079474,"[1, 1, 1, 1, 2, 1, 1, 4, 2, 0, 5, 4, 1, 1, 6, 1, 2, 3, 5, 0, 33]",7,0.825*((1-0.031*(x[0]-33.941)|_div_|04.54)*(1-_sig_(0.2*(x[0]-(12.54+33.941))))+(1-0.945)*_exp_((23.83+33.941-x[0])|_div_|56.71)*_sig_(0.2*(x[0]-(08.20+33.941))))|_div_|(1+_exp_((33.941-x[0])|_div_|13.72)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
8,"[[0], [0], [0], [0], [0, 0], [0], [0], [0, 0, 0, 0], [0, 0], [], [0, 0, 0, 0, 0], [0, 0, 0, 0], [0], [0], [0, 0, 0, 0, 0, 0], [0], [0, 0], [0, 0, 0], [0, 0, 0, 0, 0], [], [8, 2, 7, 0, 3, 0, 0, 4, 5, 0, 1, 2, 1, 0, 9, 4, 4, 2, 3, 6, 3, 5, 4, 5, 9, 0, 8, 5, 1, 1, 3, 7, 4]]",0.1694322468896779,"[1, 1, 1, 1, 2, 1, 1, 4, 2, 0, 5, 4, 1, 1, 6, 1, 2, 3, 5, 0, 33]",7,0.827*((1-0.030*(x[0]-33.941)|_div_|04.50)*(1-_sig_(0.2*(x[0]-(12.10+33.941))))+(1-0.944)*_exp_((23.63+33.941-x[0])|_div_|54.59)*_sig_(0.2*(x[0]-(08.51+33.941))))|_div_|(1+_exp_((33.941-x[0])|_div_|13.74)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
9,"[[0], [0], [0], [0], [0, 0], [0], [0], [0, 0, 0, 0], [0, 0], [], [0, 0, 0, 0, 0], [0, 0, 0, 0], [0], [0], [0, 0, 0, 0, 0, 0], [0], [0, 0], [0, 0, 0], [0, 0, 0, 0, 0], [], [8, 3, 0, 0, 3, 9, 0, 4, 6, 9, 1, 4, 1, 4, 9, 4, 3, 2, 1, 7, 7, 5, 3, 0, 8, 0, 7, 9, 9, 1, 3, 1, 0]]",0.17114328240353704,"[1, 1, 1, 1, 2, 1, 1, 4, 2, 0, 5, 4, 1, 1, 6, 1, 2, 3, 5, 0, 33]",7,0.830*((1-0.039*(x[0]-33.941)|_div_|04.69)*(1-_sig_(0.2*(x[0]-(14.14+33.941))))+(1-0.943)*_exp_((21.77+33.941-x[0])|_div_|53.08)*_sig_(0.2*(x[0]-(07.99+33.941))))|_div_|(1+_exp_((33.941-x[0])|_div_|13.10)),"{'generation': 0, 'evals': 1, 'test_error': 0.0}"
